"X1.Region","plot","survey_date","species","group","X7.Hab","X11.UniqueZone","year","type","survey_method","Sighting_code","start_time1","area","surveyID","number"
"6.1","KIG-042","June 20, 2009","CORE","Passerines",3,"6-57207",2009,"RAPID","rapid","1","07:48",0.12,"07:48.KIG-042.June 20, 2009",2
"6.1","KIG-042","June 20, 2009","LALO","Passerines",3,"6-57207",2009,"RAPID","rapid","1","07:48",0.12,"07:48.KIG-042.June 20, 2009",8
"6.1","KIG-042","June 20, 2009","SAVS","Passerines",3,"6-57207",2009,"RAPID","rapid","1","07:48",0.12,"07:48.KIG-042.June 20, 2009",3
"6.1","KIG-042","June 20, 2009","SESA","Shorebirds",3,"6-57207",2009,"RAPID","rapid","1","07:48",0.12,"07:48.KIG-042.June 20, 2009",2
"6.1","AMA-007","June 25, 2016","HOLA","Passerines",3,"6-96370",2016,"RAPID","rapid","1","07:50",0.48,"07:50.AMA-007.June 25, 2016",3
"6.1","AMA-007","June 25, 2016","HORE","Passerines",3,"6-96370",2016,"RAPID","rapid","1","07:50",0.48,"07:50.AMA-007.June 25, 2016",1
"6.1","AMA-007","June 25, 2016","LALO","Passerines",3,"6-96370",2016,"RAPID","rapid","1","07:50",0.48,"07:50.AMA-007.June 25, 2016",12
"6.1","AMA-007","June 25, 2016","SAVS","Passerines",3,"6-96370",2016,"RAPID","rapid","1","07:50",0.48,"07:50.AMA-007.June 25, 2016",3
"6.1","AMA-007","June 25, 2016","UNRE","unknown",3,"6-96370",2016,"RAPID","rapid","1","07:50",0.48,"07:50.AMA-007.June 25, 2016",1
"6.1","KIG-042","June 22, 2008","ROPT","Grouse",3,"6-57207",2008,"RAPID","rapid","1","07:54",0.12,"07:54.KIG-042.June 22, 2008",2
"6.1","KIG-042","June 22, 2008","LTJA","Gull",3,"6-57207",2008,"RAPID","rapid","1","07:54",0.12,"07:54.KIG-042.June 22, 2008",1
"6.1","KIG-042","June 22, 2008","CORE","Passerines",3,"6-57207",2008,"RAPID","rapid","1","07:54",0.12,"07:54.KIG-042.June 22, 2008",3
"6.1","KIG-042","June 22, 2008","LALO","Passerines",3,"6-57207",2008,"RAPID","rapid","1","07:54",0.12,"07:54.KIG-042.June 22, 2008",5
"6.1","KIG-042","June 22, 2008","SAVS","Passerines",3,"6-57207",2008,"RAPID","rapid","1","07:54",0.12,"07:54.KIG-042.June 22, 2008",3
"6.1","MEA-M038","June 22, 2007","ROPT","Grouse",3,"6-96459",2007,"RAPID","rapid","1","07:54",0.12,"07:54.MEA-M038.June 22, 2007",2
"6.1","MEA-M038","June 22, 2007","CORE","Passerines",3,"6-96459",2007,"RAPID","rapid","1","07:54",0.12,"07:54.MEA-M038.June 22, 2007",7
"6.1","MEA-M038","June 22, 2007","HOLA","Passerines",3,"6-96459",2007,"RAPID","rapid","1","07:54",0.12,"07:54.MEA-M038.June 22, 2007",3
"6.1","MEA-M038","June 22, 2007","LALO","Passerines",3,"6-96459",2007,"RAPID","rapid","1","07:54",0.12,"07:54.MEA-M038.June 22, 2007",13
"6.1","MEA-M038","June 22, 2007","SESA","Shorebirds",3,"6-96459",2007,"RAPID","rapid","1","07:54",0.12,"07:54.MEA-M038.June 22, 2007",3
"6.1","MEA-M024","June 24, 2007","HOLA","Passerines",3,"6-96348",2007,"RAPID","rapid","1","07:55",0.12,"07:55.MEA-M024.June 24, 2007",8
"6.1","MEA-M024","June 24, 2007","LALO","Passerines",3,"6-96348",2007,"RAPID","rapid","1","07:55",0.12,"07:55.MEA-M024.June 24, 2007",10
"6.1","MEA-M024","June 24, 2007","SAVS","Passerines",3,"6-96348",2007,"RAPID","rapid","1","07:55",0.12,"07:55.MEA-M024.June 24, 2007",1
"6.1","MEA-M031","June 22, 2007","ROPT","Grouse",3,"6-96556",2007,"RAPID","rapid","1","07:56",0.96,"07:56.MEA-M031.June 22, 2007",2
"6.1","MEA-M031","June 22, 2007","HOLA","Passerines",3,"6-96556",2007,"RAPID","rapid","1","07:56",0.96,"07:56.MEA-M031.June 22, 2007",2
"6.1","MEA-M031","June 22, 2007","LALO","Passerines",3,"6-96556",2007,"RAPID","rapid","1","07:56",0.96,"07:56.MEA-M031.June 22, 2007",16
"6.1","KIG-005","June 22, 2009","HOLA","Passerines",3,"6-56714",2009,"RAPID","rapid","1","08:00",0.12,"08:00.KIG-005.June 22, 2009",1
"6.1","KIG-005","June 22, 2009","LALO","Passerines",3,"6-56714",2009,"RAPID","rapid","1","08:00",0.12,"08:00.KIG-005.June 22, 2009",8
"6.1","KIG-005","June 22, 2009","SAVS","Passerines",3,"6-56714",2009,"RAPID","rapid","1","08:00",0.12,"08:00.KIG-005.June 22, 2009",1
"6.1","KIG-005","June 22, 2009","SESA","Shorebirds",3,"6-56714",2009,"RAPID","rapid","1","08:00",0.12,"08:00.KIG-005.June 22, 2009",1
"6.1","KIG-022","July 1, 2008","WIPT","Grouse",3,"6-56958",2008,"RAPID","rapid","1","08:00",0.12,"08:00.KIG-022.July 1, 2008",4
"6.1","KIG-022","July 1, 2008","LALO","Passerines",3,"6-56958",2008,"RAPID","rapid","1","08:00",0.12,"08:00.KIG-022.July 1, 2008",12
"6.1","KIG-022","July 1, 2008","SAVS","Passerines",3,"6-56958",2008,"RAPID","rapid","1","08:00",0.12,"08:00.KIG-022.July 1, 2008",8
"6.1","MEA-M015","June 24, 2012","ROPT","Grouse",3,"6-96350",2012,"RAPID","rapid","1","08:00",1.32,"08:00.MEA-M015.June 24, 2012",1
"6.1","MEA-M015","June 24, 2012","CORE","Passerines",3,"6-96350",2012,"RAPID","rapid","1","08:00",1.32,"08:00.MEA-M015.June 24, 2012",2
"6.1","MEA-M015","June 24, 2012","LALO","Passerines",3,"6-96350",2012,"RAPID","rapid","1","08:00",1.32,"08:00.MEA-M015.June 24, 2012",6
"12.1","YNS-5012A","June 9, 2005","LALO","Passerines",1,"12-633",2005,"RAPID","rapid","1","08:00",0.12,"08:00.YNS-5012A.June 9, 2005",2
"12.1","YNS-5012A","June 9, 2005","SAVS","Passerines",1,"12-633",2005,"RAPID","rapid","1","08:00",0.12,"08:00.YNS-5012A.June 9, 2005",5
"12.1","YNS-5012A","June 9, 2005","UNRE","unknown",1,"12-633",2005,"RAPID","rapid","1","08:00",0.12,"08:00.YNS-5012A.June 9, 2005",1
"6.1","KIG-007","June 23, 2008","ROPT","Grouse",3,"6-56712",2008,"RAPID","rapid","1","08:05",0.12,"08:05.KIG-007.June 23, 2008",3
"6.1","KIG-007","June 23, 2008","AMPI","Passerines",3,"6-56712",2008,"RAPID","rapid","1","08:05",0.12,"08:05.KIG-007.June 23, 2008",1
"6.1","KIG-007","June 23, 2008","CORE","Passerines",3,"6-56712",2008,"RAPID","rapid","1","08:05",0.12,"08:05.KIG-007.June 23, 2008",7
"6.1","KIG-007","June 23, 2008","HOLA","Passerines",3,"6-56712",2008,"RAPID","rapid","1","08:05",0.12,"08:05.KIG-007.June 23, 2008",1
"6.1","KIG-007","June 23, 2008","HORE","Passerines",3,"6-56712",2008,"RAPID","rapid","1","08:05",0.12,"08:05.KIG-007.June 23, 2008",3
"6.1","KIG-007","June 23, 2008","LALO","Passerines",3,"6-56712",2008,"RAPID","rapid","1","08:05",0.12,"08:05.KIG-007.June 23, 2008",6
"6.1","KIG-007","June 23, 2008","SAVS","Passerines",3,"6-56712",2008,"RAPID","rapid","1","08:05",0.12,"08:05.KIG-007.June 23, 2008",2
"6.1","KIG-007","June 23, 2008","SESA","Shorebirds",3,"6-56712",2008,"RAPID","rapid","1","08:05",0.12,"08:05.KIG-007.June 23, 2008",1
"6.1","KIG-007","June 23, 2008","UNRE","unknown",3,"6-56712",2008,"RAPID","rapid","1","08:05",0.12,"08:05.KIG-007.June 23, 2008",1
"6.1","KIG-010","June 28, 2009","ROPT","Grouse",3,"6-56709",2009,"RAPID","rapid","1","08:05",0.12,"08:05.KIG-010.June 28, 2009",1
"6.1","KIG-010","June 28, 2009","WIPT","Grouse",3,"6-56709",2009,"RAPID","rapid","1","08:05",0.12,"08:05.KIG-010.June 28, 2009",2
"6.1","KIG-010","June 28, 2009","LTJA","Gull",3,"6-56709",2009,"RAPID","rapid","1","08:05",0.12,"08:05.KIG-010.June 28, 2009",2
"6.1","KIG-010","June 28, 2009","HOLA","Passerines",3,"6-56709",2009,"RAPID","rapid","1","08:05",0.12,"08:05.KIG-010.June 28, 2009",1
"6.1","KIG-010","June 28, 2009","LALO","Passerines",3,"6-56709",2009,"RAPID","rapid","1","08:05",0.12,"08:05.KIG-010.June 28, 2009",7
"6.1","KIG-010","June 23, 2008","ROPT","Grouse",3,"6-56709",2008,"RAPID","rapid","1","08:06",0.12,"08:06.KIG-010.June 23, 2008",1
"6.1","KIG-010","June 23, 2008","CORE","Passerines",3,"6-56709",2008,"RAPID","rapid","1","08:06",0.12,"08:06.KIG-010.June 23, 2008",5
"6.1","KIG-010","June 23, 2008","HOLA","Passerines",3,"6-56709",2008,"RAPID","rapid","1","08:06",0.12,"08:06.KIG-010.June 23, 2008",1
"6.1","KIG-010","June 23, 2008","LALO","Passerines",3,"6-56709",2008,"RAPID","rapid","1","08:06",0.12,"08:06.KIG-010.June 23, 2008",10
"6.1","KIG-010","June 23, 2008","RNPH","Shorebirds",3,"6-56709",2008,"RAPID","rapid","1","08:06",0.12,"08:06.KIG-010.June 23, 2008",1
"6.1","KIG-010","June 23, 2008","SESA","Shorebirds",3,"6-56709",2008,"RAPID","rapid","1","08:06",0.12,"08:06.KIG-010.June 23, 2008",1
"6.1","KIG-010","June 23, 2008","AGWT","Waterfowl",3,"6-56709",2008,"RAPID","rapid","1","08:06",0.12,"08:06.KIG-010.June 23, 2008",2
"6.1","KIG-019","July 1, 2009","SACR","Cranes",1,"6-56478",2009,"RAPID","rapid","1","08:07",0.12,"08:07.KIG-019.July 1, 2009",2
"6.1","KIG-019","July 1, 2009","ATSP","Passerines",1,"6-56478",2009,"RAPID","rapid","1","08:07",0.12,"08:07.KIG-019.July 1, 2009",1
"6.1","KIG-019","July 1, 2009","LALO","Passerines",1,"6-56478",2009,"RAPID","rapid","1","08:07",0.12,"08:07.KIG-019.July 1, 2009",8
"6.1","KIG-019","July 1, 2009","SAVS","Passerines",1,"6-56478",2009,"RAPID","rapid","1","08:07",0.12,"08:07.KIG-019.July 1, 2009",11
"6.1","KIG-019","July 1, 2009","GWFG","Waterfowl",1,"6-56478",2009,"RAPID","rapid","1","08:07",0.12,"08:07.KIG-019.July 1, 2009",2
"6.1","MEA-M045","June 29, 2009","AMPI","Passerines",3,"6-96517",2009,"RAPID","rapid","1","08:08",0.12,"08:08.MEA-M045.June 29, 2009",1
"6.1","MEA-M045","June 29, 2009","HOLA","Passerines",3,"6-96517",2009,"RAPID","rapid","1","08:08",0.12,"08:08.MEA-M045.June 29, 2009",2
"6.1","MEA-M045","June 29, 2009","LALO","Passerines",3,"6-96517",2009,"RAPID","rapid","1","08:08",0.12,"08:08.MEA-M045.June 29, 2009",12
"6.1","MEA-M045","June 29, 2009","SAVS","Passerines",3,"6-96517",2009,"RAPID","rapid","1","08:08",0.12,"08:08.MEA-M045.June 29, 2009",1
"6.1","MEA-M045","June 29, 2009","WCSP","Passerines",3,"6-96517",2009,"RAPID","rapid","1","08:08",0.12,"08:08.MEA-M045.June 29, 2009",1
"2.1","MAR-018","July 1, 2012","SNBU","Passerines",3,"2-64190",2012,"RAPID","rapid","1","08:10",0.12,"08:10.MAR-018.July 1, 2012",2
"6.1","MEA-M028","June 24, 2012","ROPT","Grouse",3,"6-96294",2012,"RAPID","rapid","1","08:10",0.12,"08:10.MEA-M028.June 24, 2012",4
"6.1","MEA-M028","June 24, 2012","CORE","Passerines",3,"6-96294",2012,"RAPID","rapid","1","08:10",0.12,"08:10.MEA-M028.June 24, 2012",1
"6.1","MEA-M028","June 24, 2012","HOLA","Passerines",3,"6-96294",2012,"RAPID","rapid","1","08:10",0.12,"08:10.MEA-M028.June 24, 2012",1
"6.1","MEA-M028","June 24, 2012","LALO","Passerines",3,"6-96294",2012,"RAPID","rapid","1","08:10",0.12,"08:10.MEA-M028.June 24, 2012",8
"6.1","KIG-039","June 22, 2008","ROPT","Grouse",1,"6-57388",2008,"RAPID","rapid","1","08:12",0.12,"08:12.KIG-039.June 22, 2008",2
