"","mean","sd","lci","lqrt","med","uqrt","uci","Rhat","n.eff","overlap0","f","node","j_species","habitat","j_sub_region","species","Region","obs_mean","nplots"
"70",1.48695801300925,9.90063797323241,0.00260346248336741,0.0454768748558958,0.181613445148947,0.695670295138008,9.15075131225896,1.0060038095383,15000,0,1,"n_densityk[2,2,2]",2,"2",2,"BASA","1.2",0,2
"71",0.470152737790475,2.49423876308314,0.000403345240949091,0.0113173431968986,0.0525474241399534,0.220393433536076,3.41430140731305,1.06614060969318,15000,0,1,"n_densityk[3,2,2]",3,"2",2,"BBPL","1.2",0,2
"72",0.460922297681715,3.7444260227938,0.000178665703755349,0.00593083574019476,0.0302924159525533,0.148356840989124,2.9829676561643,1.07041019703974,15000,0,1,"n_densityk[4,2,2]",4,"2",2,"BBSA","1.2",0,2
"73",1.40483843339331,8.11501916631487,0.00195253072861548,0.0449977090654156,0.196794242124452,0.795514670595071,9.79792002100363,1.11242445141099,15000,0,1,"n_densityk[5,2,2]",5,"2",2,"DUNL","1.2",0,2
"74",0.673187633605199,3.96088859452954,0.000517087904024928,0.0139152651405986,0.0709553026488878,0.312356034857735,4.88498436760511,1.00174437227306,15000,0,1,"n_densityk[6,2,2]",6,"2",2,"LESA","1.2",0,2
"75",2.49518056143844,9.3471438606787,0.00704209383440547,0.123767331275085,0.463464583040657,1.65607282007456,18.1467487259486,1.00235366520196,15000,0,1,"n_densityk[7,2,2]",7,"2",2,"PESA","1.2",0,2
"76",0.223102562035817,1.98001130462713,4.15015380937143e-05,0.00211959526574621,0.012510214842547,0.0702850157323224,1.44425224714833,1.01639984454293,15000,0,1,"n_densityk[8,2,2]",8,"2",2,"REKN","1.2",0,2
"77",1.53053793469193,7.56493642322835,0.000160447126993135,0.012451179704713,0.0973889357984691,0.642945056749795,12.1935013710085,1.03177029607714,3608,0,1,"n_densityk[9,2,2]",9,"2",2,"REPH","1.2",0,2
"78",1.15150818878304,16.0702805674403,0.000204000408038574,0.00885503066417606,0.0551913244767164,0.315744257528307,6.53119109279796,1.19481771772002,11103,0,1,"n_densityk[10,2,2]",10,"2",2,"RNPH","1.2",0,2
"79",1.4053550145005,25.0891256163458,0.000113528401767121,0.0064479369222039,0.0426087039015453,0.257149699499808,7.24001926195169,1.24336519466087,4960,0,1,"n_densityk[11,2,2]",11,"2",2,"RUTU","1.2",0,2
"80",0.394805073103394,2.04859940907261,0.00228060233731555,0.0297743212712904,0.0947265475362306,0.282963846600365,2.36093533392616,1.07465426706123,2559,0,1,"n_densityk[12,2,2]",12,"2",2,"SAND","1.2",0,2
"81",0.598020277847621,3.87838935230323,0.000279298274865826,0.00900997429462931,0.0469118425378227,0.226754696680374,4.07343833049264,1.0357446518077,15000,0,1,"n_densityk[13,2,2]",13,"2",2,"SEPL","1.2",0,2
"82",5.80846981213549,17.3393682219998,0.0836627441943383,0.655082344302734,1.88192600611832,5.19697371000887,34.1069414736889,1.00511815110595,15000,0,1,"n_densityk[14,2,2]",14,"2",2,"SESA","1.2",4.16666666666667,2
"83",0.551253586074005,7.13518013601322,0.000506278765620181,0.0131870988123658,0.060348378544591,0.260785980943675,3.55267103002385,1.26032330620358,10348,0,1,"n_densityk[15,2,2]",15,"2",2,"STSA","1.2",0,2
"84",0.111645018831818,0.538827132017128,6.31763465308527e-05,0.00215497176569749,0.0110986259215342,0.05275504058376,0.861508930216241,1.01556706475094,15000,0,1,"n_densityk[16,2,2]",16,"2",2,"WISN","1.2",0,2
"85",3.83598883481764,24.7200922576228,0.00188507223298663,0.0725907729753259,0.385749674850583,1.81629376202181,26.9230509886659,1.02435892600773,15000,0,1,"n_densityk[17,2,2]",17,"2",2,"WRSA","1.2",0,2
"86",0.471781291951752,1.20264223436789,0.00736866715478072,0.0666107543849859,0.180830365938954,0.478996966697643,2.67534835201881,1.05430096167514,7830,0,1,"n_densityk[1,3,2]",1,"3",2,"AMGP","1.2",0,4
